name,chr,strand,start,end,symbol
8065710,chr20,-,31726952,31737871,E2F1
8065719,chr20,-,31758527,31771719,PXMP4
8065730,chr20,-,32139775,32163746,EIF2S2
8065738,chr20,-,32331731,32354876,AHCY
8065752,chr20,-,32430332,32430435,---
8065756,chr20,-,32527389,32527940,---
8065758,chr20,-,32565535,32567733,FLJ38773
8065762,chr20,-,32612006,32728750,PIGU
8065776,chr20,-,32766238,32877094,NCOA6
8065795,chr20,-,32885038,32885926,HMG4L
8065798,chr20,-,32896183,32924322,GGT7
8065817,chr20,-,32979896,33007262,GSS
8065832,chr20,-,33053867,33144279,TRPC4AP
8065853,chr20,-,33081780,33081880,---
8065855,chr20,-,33166820,33198822,EDEM2
8065868,chr20,-,33330138,33336008,EIF6
8065880,chr20,-,33336700,33343639,FAM83C
8065889,chr20,-,33353796,33446002,UQCC
8065905,chr20,-,33484562,33489441,GDF5
8065911,chr20,-,33578212,33580862,C20orf173
8065920,chr20,-,33610049,33658830,FER1L4
8065948,chr20,-,33652037,33656662,FER1L4
8065963,chr20,-,33677381,33705245,CPNE1
8065992,chr20,-,33720024,33750688,NFS1
8066009,chr20,-,33754945,33793648,RBM39
8066025,chr20,-,33821120,33821211,---
8066027,chr20,-,33904587,33904700,---
8066029,chr20,-,33979905,33980011,---
8066031,chr20,-,34004959,34005842,SCAND1
8066038,chr20,-,34674335,34707972,SLA2
8066051,chr20,-,34713582,34807895,NDRG3
8066072,chr20,-,34730375,34730487,---
8066074,chr20,-,34813870,34835615,DSN1
8066091,chr20,-,34839258,34925503,C20orf117
8066117,chr20,-,34954058,35013590,SAMHD1
8066136,chr20,-,35059591,35157824,RBL1
8066161,chr20,-,35163042,35241388,C20orf132
8066189,chr20,-,35312902,35323652,GHRH
8066195,chr20,-,35580668,35582119,BLCAP
8066198,chr20,-,36036971,36037297,---
8066200,chr20,-,36044843,36095237,KIAA0406
8066210,chr20,-,36114462,36114562,---
8066212,chr20,-,36160275,36160516,---
8066214,chr20,-,36190277,36227114,TGM2
8066231,chr20,-,36272320,36322588,KIAA1755
8066247,chr20,-,36482680,36497376,LOC388796
8066254,chr20,-,36482680,36497376,LOC388796
8066256,chr20,-,36487256,36487392,SNORA71B
8066258,chr20,-,36489362,36489500,SNORA71A
8066260,chr20,-,36491723,36491861,SNORA71C
8066262,chr20,-,36495918,36496056,SNORA71D
8066266,chr20,-,38747930,38751290,MAFB
8066275,chr20,-,39099060,39100238,---
8066279,chr20,-,39240502,39362153,ZHX3
8066294,chr20,-,39422019,39428912,EMILIN3
8066303,chr20,-,39464583,39680547,CHD6
8066343,chr20,-,39747049,39747144,---
8066345,chr20,-,39761673,39761769,---
8066347,chr20,-,40134805,41252023,PTPRT
8066382,chr20,-,41513212,41513314,---
8066384,chr20,-,41788214,41789056,GTSF1L
8066391,chr20,-,41858490,41858597,---
8066393,chr20,-,42173750,42249632,JPH2
8066402,chr20,-,42258549,42272845,C20orf111
8066407,chr20,-,42368610,42373303,C20orf142
8066411,chr20,-,42523817,42527398,C20orf62
8066417,chr20,-,42561314,42584140,SERINC3
8066431,chr20,-,42681576,42713790,ADA
8066444,chr20,-,42718508,42725574,MGC5566
8066451,chr20,-,42813862,42872326,RIMS4
8066461,chr20,-,43004184,43022528,TOMM34
8066475,chr20,-,43154363,43163167,KCNS1
8066482,chr20,-,43171525,43177227,WFDC5
8066489,chr20,-,43185480,43186520,WFDC12
8066493,chr20,-,43314292,43316620,SLPI
8066498,chr20,-,43355499,43370334,MATN4
8066513,chr20,-,43387342,43410478,SDC4
8066521,chr20,-,43435941,43440447,C20orf10
8066530,chr20,-,43574514,43577678,SPINT3
8066536,chr20,-,43599038,43609454,WFDC6
8066542,chr20,-,43602678,43608430,SPINLW1
8066549,chr20,-,43613814,43641379,WFDC8
8066557,chr20,-,43621810,43621929,---
8066559,chr20,-,43669991,43693321,WFDC9
8066567,chr20,-,43702538,43703423,---
8066569,chr20,-,43710615,43732292,WFDC11
8066574,chr20,-,43746703,43767072,WFDC10B
8066579,chr20,-,43836258,43852118,WFDC3
8066590,chr20,-,43885259,43895791,TNNC2
8066598,chr20,-,43903767,43919442,ACOT8
8066609,chr20,-,43948536,43949645,C20orf165
8066612,chr20,-,43950734,43953223,NEURL2
8066619,chr20,-,43960803,43974193,PLTP
8066637,chr20,-,43992595,43997101,FLJ40606
8066641,chr20,-,44010698,44034240,ZNF335
8066668,chr20,-,44123564,44141499,NCOA5
8066683,chr20,-,44235782,44313741,CDH22
8066697,chr20,-,44411583,44426471,SLC35C2
8066716,chr20,-,44428098,44460817,ELMO2
8066739,chr20,-,44476277,44521322,ZNF663
8066745,chr20,-,44563113,44575601,ZNF334
8066754,chr20,-,44603319,44608374,C20orf123
8066757,chr20,-,44619869,44732185,SLC13A3
8066776,chr20,-,44747579,44751486,TP53RK
8066786,chr20,-,45271787,45418881,ZMYND8
8066818,chr20,-,45546428,45546532,---
8066820,chr20,-,45555128,45555236,---
8066822,chr20,-,45719556,45848767,SULF2
8066848,chr20,-,46674199,46877827,PREX1
8066889,chr20,-,47163282,47238311,STAU1
8066905,chr20,-,47295845,47328163,ZNFX1
8066921,chr20,-,47421911,47532588,KCNB1
8066925,chr20,-,47553817,47618114,PTGIS
8066939,chr20,-,47682888,47763745,B4GALT5
8066953,chr20,-,47953337,47965487,SPATA2
8066960,chr20,-,47970540,47970638,---
8066962,chr20,-,47990242,47990344,---
8066964,chr20,-,48173680,48203742,TMEM189
8066981,chr20,-,48479133,48479427,---
8066983,chr20,-,48607625,48607941,---
8066985,chr20,-,48640776,48645888,FAM65C
8067011,chr20,-,48940289,48980934,ADNP
8067017,chr20,-,48984811,49008467,DPM1
8067029,chr20,-,49053599,49073082,KCNG1
8067033,chr20,-,49053599,49073082,KCNG1
8067040,chr20,-,49441171,49592665,NFATC2
8067055,chr20,-,49646720,49818315,ATP9A
8067087,chr20,-,49833989,49852455,SALL4
8067094,chr20,-,50133956,50241931,ZFP64
8067111,chr20,-,50651744,50651822,---
8067113,chr20,-,51617016,51633043,ZNF217
8067121,chr20,-,51924446,51925655,SUMO1P1
8067125,chr20,-,51993923,52120490,BCAS1
8067140,chr20,-,52203394,52223923,CYP24A1
8067155,chr20,-,52909632,52909758,---
8067157,chr20,-,54005902,54013419,CBLN4
8067165,chr20,-,54213544,54213636,---
8067167,chr20,-,54377851,54400758,AURKA
8067178,chr20,-,54499954,54534388,GCNT7
8067183,chr20,-,54794443,54794550,---
8067185,chr20,-,55177215,55275114,BMP7
8067197,chr20,-,55366834,55366909,---
8067199,chr20,-,55368453,55368522,---
8067201,chr20,-,55369446,55369517,---
8067203,chr20,-,55392622,55401524,---
8067206,chr20,-,55496853,55497489,HMG1L1
8067208,chr20,-,55505637,55533671,CTCFL
8067221,chr20,-,55612307,55629038,ZBP1
8067233,chr20,-,55656859,55718364,PMEPA1
8067242,chr20,-,56226956,56236800,ANKRD60
8067248,chr20,-,56241238,56317901,PPP4R1L
8067270,chr20,-,56467831,56523355,APCDD1L
8067277,chr20,-,56826064,56826144,---
8067279,chr20,-,57003637,57015704,CTSZ
8067288,chr20,-,57037127,57040817,ATP5E
8067295,chr20,-,57041594,57051296,SLMO2
8067303,chr20,-,57469068,57469287,LOC645605
8067305,chr20,-,57872012,57940604,SYCP2
8067351,chr20,-,57945281,57948747,PPP1R3D
8067358,chr20,-,59725956,59728199,RP11-429E11.3
8067361,chr20,-,59983248,60074261,TAF4
8067380,chr20,-,60143130,60143525,LSM14B
8067382,chr20,-,60145307,60151047,PSMA7
8067394,chr20,-,60223411,60228718,HRH3
8067409,chr20,-,60317515,60375763,LAMA5
8067495,chr20,-,60397080,60415734,CABLES2
8067506,chr20,-,60418687,60435984,C20orf151
8067521,chr20,-,60471947,60484421,GATA5
8067530,chr20,-,60552198,60559176,C20orf200
8067543,chr20,-,60742515,60745093,RP11-93B14.6
8067546,chr20,-,60764828,60768418,LOC100135777
8067554,chr20,-,60942911,60963560,TCFL5
8067563,chr20,-,61006799,61028290,DIDO1
8067585,chr20,-,61107775,61108832,BHLHB4
8067588,chr20,-,61136181,61138150,NCRNA00029
8067593,chr20,-,61298504,61318031,YTHDF1
8067602,chr20,-,61342581,61356337,NKAIN4
8067610,chr20,-,61445108,61463139,CHRNA4
8067626,chr20,-,61507985,61574437,KCNQ2
8067652,chr20,-,61589809,61599631,EEF1A2
8067662,chr20,-,61630219,61639151,PTK6
8067671,chr20,-,61642606,61649301,SRMS
8067680,chr20,-,61659882,61669551,PRIC285
8067709,chr20,-,61689398,61728825,GMEB2
8067722,chr20,-,61741504,61755224,STMN3
8067727,chr20,-,61800446,61809454,ARFRP1
8067743,chr20,-,61846321,61933041,ZBTB46
8067754,chr20,-,61945231,61945709,C20orf181
8067756,chr20,-,62041631,62058212,UCKL1
8067773,chr20,-,62058498,62071662,ZNF512B
8067792,chr20,-,62075909,62081439,SAMD10
8067798,chr20,-,62149522,62151423,SOX18
8067802,chr20,-,62174980,62181232,RGS19
8067812,chr20,-,62185176,62186156,C20orf201
8067818,chr20,-,62207616,62208968,NPBWR2
8067834,chr21,+,13341774,13341881,---
8067858,chr21,+,13915768,13915875,---
8067860,chr21,+,14295118,14295292,---
8067867,chr21,+,14365062,14365178,---
8067869,chr21,+,14510336,14522564,RBM11
8067877,chr21,+,14567990,14595563,ABCC13
8067899,chr21,+,15908472,15908579,---
8067901,chr21,+,16002848,16002954,---
8067903,chr21,+,16024366,16174248,USP25
8067932,chr21,+,16364712,16901413,C21orf34
8067942,chr21,+,16833279,16833360,---
8067944,chr21,+,16834018,16834102,---
8067946,chr21,+,16884427,16884516,---
8067950,chr21,+,17725744,17725836,---
8067955,chr21,+,17807200,17861137,CXADR
8067963,chr21,+,17870986,17871095,---
8067969,chr21,+,18539020,18561558,CHODL
8067981,chr21,+,19639335,19639500,---
8067983,chr21,+,20650836,20651010,---
8067985,chr21,+,21292503,21833085,NCAM2
8068006,chr21,+,22392806,22410718,C21orf74
8068014,chr21,+,22499381,22499522,---
8068022,chr21,+,25856327,25869344,BIC
8068024,chr21,+,25933454,26011745,JAM2
8068039,chr21,+,26029565,26066210,GABPA
8068044,chr21,+,26484896,26485003,---
8068046,chr21,+,26511453,26514068,C21orf118
8068057,chr21,+,28833510,28834547,C21orf100
8068062,chr21,+,29318808,29348678,USP16
8068083,chr21,+,29374743,29470073,C21orf7
8068100,chr21,+,29487671,29582396,C21orf109
8068105,chr21,+,29593607,29640340,BACH1
8068120,chr21,+,29890230,29924938,C21orf41
8068126,chr21,+,30043127,30058182,C21orf9
8068130,chr21,+,30690165,30690840,KRTAP13-1
8068136,chr21,+,30724442,30725087,KRTAP13-4
8068139,chr21,+,30734516,30734969,KRTAP15-1
8068145,chr21,+,30886629,30887245,KRTAP6-3
8068151,chr21,+,30895284,30895483,KRTAP22-1
8068154,chr21,+,30910644,30910815,KRTAP20-1
8068157,chr21,+,30914816,30915040,KRTAP20-4
8068161,chr21,+,30929453,30929651,KRTAP20-2
8068164,chr21,+,30937053,30937326,KRTAP20-3
8068168,chr21,+,31953805,31963114,SOD1
8068180,chr21,+,32167498,32298248,HUNK
8068192,chr21,+,32593031,32606472,MRAP
8068200,chr21,+,32687312,32688125,C21orf119
8068202,chr21,+,32706880,32809570,C21orf63
8068214,chr21,+,32832199,32832266,---
8068216,chr21,+,32832546,32832618,---
8068218,chr21,+,32857258,32857345,---
8068220,chr21,+,33066281,33093143,C21orf49
8068231,chr21,+,33320108,33323370,OLIG2
8068235,chr21,+,33364319,33366597,OLIG1
8068238,chr21,+,33524100,33558690,IFNAR2
8068254,chr21,+,33560541,33591390,IL10RB
8068266,chr21,+,33619083,33653998,IFNAR1
8068280,chr21,+,33697071,33731698,IFNGR2
8068289,chr21,+,33837219,33871682,SON
8068305,chr21,+,33936653,34183479,ITSN1
8068350,chr21,+,34243099,34258130,FLJ46020
8068353,chr21,+,34367692,34437204,SLC5A3
8068361,chr21,+,34367739,34400431,SLC5A3
8068363,chr21,+,34474847,34477415,C21orf82
8068369,chr21,+,34658192,34665310,KCNE2
8068375,chr21,+,34669772,34683321,FAM165B
8068383,chr21,+,34963557,35012389,CLIC6
8068391,chr21,+,36184963,36185025,---
8068393,chr21,+,36185028,36185094,---
8068395,chr21,+,36185198,36185268,---
8068397,chr21,+,36344185,36345962,---
8068399,chr21,+,36360712,36360820,---
8068401,chr21,+,36364091,36367332,CBR1
8068413,chr21,+,36429079,36440720,CBR3
8068422,chr21,+,36458708,36588442,DOPEY2
8068460,chr21,+,36614356,36670813,MORC3
8068478,chr21,+,36680234,36710994,CHAF1B
8068494,chr21,+,36780034,36781928,---
8068496,chr21,+,36993860,37040089,SIM2
8068510,chr21,+,37146080,37146198,---
8068512,chr21,+,37300732,37313826,DSCR6
8068520,chr21,+,37339699,37339806,---
8068522,chr21,+,37379959,37497283,TTC3
8068543,chr21,+,37514496,37515906,DSCR9
8068551,chr21,+,37714470,37809549,DYRK1A
8068570,chr21,+,38415491,38450469,DSCR8
8068578,chr21,+,38500119,38502606,DSCR10
8068583,chr21,+,38550533,38595616,KCNJ15
8068593,chr21,+,39099100,39118749,ETS2
8068608,chr21,+,39421363,39421836,ETS2
8068612,chr21,+,39674082,39691684,WRB
8068620,chr21,+,39745649,39809303,SH3BGR
8068633,chr21,+,39951123,39956685,B3GALT5
8068644,chr21,+,40039203,40095893,IGSF5
8068651,chr21,+,40161216,40223192,PCP4
8068660,chr21,+,40806940,40807076,---
8068671,chr21,+,41461597,41570394,BACE2
8068684,chr21,+,41610610,41651228,FAM3B
8068697,chr21,+,41655819,41702739,MX2
8068713,chr21,+,41720023,41753008,MX1
8068731,chr21,+,41833002,41833123,---
8068735,chr21,+,42302371,42318021,C21orf121
8068740,chr21,+,42364494,42436174,UMODL1
8068761,chr21,+,42513076,42590423,ABCG1
8068786,chr21,+,42514355,42514466,---
8068788,chr21,+,42697087,42740843,UBASH3A
8068810,chr21,+,42792810,42874619,SLC37A1
8068833,chr21,+,42946930,43068687,PDE9A
8068857,chr21,+,43186446,43202842,NDUFV3
8068866,chr21,+,43267711,43326757,PKNOX1
8068883,chr21,+,43462209,43465982,CRYAA
8068891,chr21,+,43607639,43610874,FLJ41733
8068894,chr21,+,43690908,43698193,C21orf125
8068902,chr21,+,43903907,43940386,RRP1B
8068919,chr21,+,43978370,43983167,PDXK
8068938,chr21,+,44033845,44048411,RRP1
8068952,chr21,+,44126852,44228982,AGPAT3
8068974,chr21,+,44256633,44350860,TRAPPC10
8069003,chr21,+,44351635,44375491,PWP2
8069026,chr21,+,44377921,44390033,C21orf33
8069037,chr21,+,44534701,44542538,AIRE
8069057,chr21,+,44544357,44571684,PFKL
8069083,chr21,+,44575544,44580162,---
8069085,chr21,+,44597566,44687392,TRPM2
8069122,chr21,+,44700945,44701739,LRRC3
8069131,chr21,+,44704241,44706507,C21orf30
8069133,chr21,+,44717140,44717207,---
8069135,chr21,+,44761525,44763067,C21orf90
8069142,chr21,+,44818033,44819415,KRTAP10-4
8069146,chr21,+,44844924,44846519,KRTAP10-7
8069148,chr21,+,44856423,44857299,KRTAP10-8
8069150,chr21,+,44871467,44872723,KRTAP10-9
8069153,chr21,+,44881700,44882800,KRTAP10-10
8069156,chr21,+,44890758,44891994,KRTAP10-11
8069161,chr21,+,44902276,44902686,KRTAP12-3
8069168,chr21,+,44941514,44942387,KRTAP10-12
8069174,chr21,+,45184358,45221297,C21orf70
8069178,chr21,+,45318942,45470902,ADARB1
8069200,chr21,+,45478694,45503073,C21orf89
8069208,chr21,+,45649479,45758062,COL18A1
8069252,chr21,+,46092504,46186796,PCBP3
8069269,chr21,+,46226090,46249391,COL6A1
8069301,chr21,+,46355791,46374150,COL6A2
8069332,chr21,+,46473585,46496032,MCM3APAS
8069340,chr21,+,46530678,46542093,C21orf57
8069348,chr21,+,46568570,46689668,PCNT
8069399,chr21,+,46703317,46813028,DIP2A
8069444,chr21,+,46769958,46770063,---
8069446,chr21,+,46780136,46780433,---
8069450,chr21,+,46879954,46909291,PRMT2
8069472,chr21,-,9928613,10012791,TPTE
8069487,chr21,-,10042712,10120796,BAGE2
8069511,chr21,-,14237966,14274631,C21orf81
8069519,chr21,-,14378836,14379373,---
8069521,chr21,-,14403005,14501125,LIPI
8069532,chr21,-,14665307,14677380,HSPA13
8069541,chr21,-,14779419,14840535,SAMSN1
8069553,chr21,-,15258381,15262676,NRIP1
8069559,chr21,-,16329604,16329703,---
8069563,chr21,-,17821328,17821436,---
8069565,chr21,-,17887845,17907033,BTG3
8069574,chr21,-,18086994,18112513,C21orf91
8069582,chr21,-,18563304,18697841,PRSS7
8069608,chr21,-,20649930,20650035,---
8069610,chr21,-,23726371,23726473,---
8069612,chr21,-,25680009,25725884,C21orf42
8069620,chr21,-,25879838,25901672,MRPL39
8069633,chr21,-,26018661,26029836,ATP5J
8069644,chr21,-,26174732,26465009,APP
8069666,chr21,-,26237233,26237334,---
8069668,chr21,-,26760398,26867452,CYYR1
8069676,chr21,-,27130476,27139599,ADAMTS1
8069689,chr21,-,27212102,27261310,ADAMTS5
8069700,chr21,-,29166383,29179564,N6AMT1
8069711,chr21,-,29222336,29287148,ZNF294
8069744,chr21,-,29299952,29313556,RWDD2B
8069753,chr21,-,29350518,29367881,CCT8
8069764,chr21,-,29433474,29433576,---
8069766,chr21,-,29474617,29474831,---
8069768,chr21,-,29683579,29683681,---
8069770,chr21,-,29831124,30234153,GRIK1
8069790,chr21,-,30459752,30460945,CLDN17
8069795,chr21,-,30508194,30510262,CLDN8
8069800,chr21,-,30575497,30577147,KRTAP24-1
8069804,chr21,-,30613312,30614505,KRTAP26-1
8069808,chr21,-,30631201,30631883,KRTAP27-1
8069811,chr21,-,30642587,30642795,KRTAP23-1
8069813,chr21,-,30665579,30666446,KRTAP13-2
8069818,chr21,-,30719581,30720101,KRTAP13-3
8069822,chr21,-,30774174,30774568,KRTAP19-1
8069827,chr21,-,30781246,30781626,KRTAP19-2
8069831,chr21,-,30785652,30786146,KRTAP19-3
8069836,chr21,-,30791016,30791343,KRTAP19-4
8069838,chr21,-,30795845,30796306,KRTAP19-5
8069841,chr21,-,30835724,30836052,KRTAP19-6
8069845,chr21,-,30855287,30855479,KRTAP19-7
8069848,chr21,-,30892779,30893092,KRTAP6-2
8069852,chr21,-,30907620,30908120,KRTAP6-1
8069855,chr21,-,31041139,31041391,KRTAP21-2
8069859,chr21,-,31049327,31049567,KRTAP21-1
8069863,chr21,-,31106885,31107441,KRTAP8-1
8069868,chr21,-,31123550,31123922,KRTAP7-1
8069872,chr21,-,31174834,31175745,KRTAP11-1
8069876,chr21,-,31332348,31332666,KRTAP19-8
8069880,chr21,-,31412606,31853161,TIAM1
8069910,chr21,-,31965222,32026259,SFRS15
8069933,chr21,-,32562400,32573247,C21orf45
8069943,chr21,-,32605200,32687021,URB1
8069983,chr21,-,32636665,32636933,---
8069985,chr21,-,32671366,32671502,SNORA80
8069987,chr21,-,32869022,32870472,C21orf77
8069991,chr21,-,32869022,32879716,TCP10L
8069998,chr21,-,32895979,32906537,C21orf59
8070010,chr21,-,32922943,33022105,SYNJ1
8070046,chr21,-,33028080,33066040,C21orf66
8070073,chr21,-,33084855,33107923,C21orf62
8070081,chr21,-,33136040,33136175,---
8070083,chr21,-,33743317,33774151,TMEM50B
8070097,chr21,-,33782395,33785868,DNAJC28
8070102,chr21,-,33798107,33837037,GART
8070129,chr21,-,33872080,33882884,DONSON
8070141,chr21,-,33910462,33935898,CRYZL1
8070160,chr21,-,34197626,34210028,ATP5O
8070169,chr21,-,34212884,34212967,---
8070171,chr21,-,34213290,34213511,---
8070173,chr21,-,34740857,34806443,KCNE1
8070182,chr21,-,34810653,34821131,RCAN1
8070194,chr21,-,35081974,35183904,RUNX1
8070213,chr21,-,36185274,36185340,---
8070215,chr21,-,36337851,36354481,SETD4
8070231,chr21,-,36552599,36552699,---
8070233,chr21,-,36754790,36774258,CLDN14
8070239,chr21,-,37045362,37260643,HLCS
8070255,chr21,-,37280908,37281021,---
8070257,chr21,-,37359533,37366973,PIGP
8070269,chr21,-,37517597,37562132,DSCR3
8070279,chr21,-,37918656,38210566,KCNJ6
8070286,chr21,-,38245597,38415303,DSCR4
8070295,chr21,-,38481425,38481526,---
8070297,chr21,-,38673821,38955574,ERG
8070315,chr21,-,39044872,39047245,C21orf24
8070321,chr21,-,39171084,39232223,FLJ45139
8070328,chr21,-,39316795,39317631,C21orf104
8070330,chr21,-,39468564,39477198,PSMG1
8070341,chr21,-,39484017,39607426,BRWD1
8070386,chr21,-,39607756,39608756,C21orf87
8070389,chr21,-,39636116,39642850,HMGN1
8070396,chr21,-,39644688,39644906,---
8070398,chr21,-,39699639,39737998,LCA5L
8070411,chr21,-,39899406,39906618,C21orf88
8070421,chr21,-,40304795,41140935,DSCAM
8070458,chr21,-,41469027,41479036,PLAC4
8070467,chr21,-,41758349,41801955,TMPRSS2
8070482,chr21,-,42006084,42008982,C21orf129
8070489,chr21,-,42032613,42060335,RIPK4
8070503,chr21,-,42094393,42172660,PRDM15
8070538,chr21,-,42178287,42219868,C2CD2
8070557,chr21,-,42280008,42303565,ZNF295
8070563,chr21,-,42395678,42401630,C21orf128
8070567,chr21,-,42605231,42608775,TFF3
8070574,chr21,-,42639537,42644277,TFF2
8070579,chr21,-,42655459,42659713,TFF1
8070584,chr21,-,42665068,42690024,TMPRSS3
8070601,chr21,-,42710704,42710771,---
8070603,chr21,-,42765667,42789533,RSPH1
8070615,chr21,-,43142404,43172747,WDR4
8070629,chr21,-,43209982,43218797,C21orf105
8070632,chr21,-,43346371,43369109,CBS
8070655,chr21,-,43386137,43400703,U2AF1
8070665,chr21,-,43658826,43671430,SNF1LK
8070681,chr21,-,43706401,43722531,C21orf84
8070689,chr21,-,43773499,43903802,HSF2BP
8070701,chr21,-,44018258,44020687,CSTB
8070708,chr21,-,44054086,44056875,LOC284837
8070712,chr21,-,44164103,44164210,---
8070714,chr21,-,44240630,44240713,---
8070720,chr21,-,44467301,44485256,ICOSLG
8070730,chr21,-,44490650,44506527,DNMT3L
8070744,chr21,-,44573254,44583713,C21orf2
8070755,chr21,-,44719408,44719478,---
8070757,chr21,-,44742202,44955923,C21orf29
8070771,chr21,-,44783495,44784506,KRTAP10-1
8070777,chr21,-,44794745,44795816,KRTAP10-2
8070780,chr21,-,44802333,44803071,KRTAP10-3
8070782,chr21,-,44823991,44824909,KRTAP10-5
8070789,chr21,-,44898557,44899004,KRTAP12-4
8070791,chr21,-,44910533,44911272,KRTAP12-2
8070795,chr21,-,44925918,44926506,KRTAP12-1
8070799,chr21,-,45013382,45046166,UBE2G2
8070811,chr21,-,45049959,45062472,SUMO3
8070819,chr21,-,45093942,45118023,PTTG1IP
8070826,chr21,-,45130295,45155803,ITGB2
8070847,chr21,-,45177156,45179316,C21orf67
8070853,chr21,-,45177156,45184256,C21orf67
8070863,chr21,-,45315298,45317554,C21orf122
8070876,chr21,-,45508270,45532239,POFUT2
8070891,chr21,-,45538394,45540940,C21orf86
8070896,chr21,-,45544587,45549600,C21orf93
8070905,chr21,-,45664058,45669413,C21orf123
8070912,chr21,-,45759056,45786755,SLC19A1
8070925,chr21,-,46004146,46008100,---
8070933,chr21,-,46380603,46399909,FTCD
8070953,chr21,-,46405502,46428801,C21orf56
8070961,chr21,-,46433470,46473106,LSS
8070988,chr21,-,46479475,46529664,MCM3AP
8071020,chr21,-,46545501,46568217,C21orf58
8071036,chr21,-,46843302,46849549,S100B
8071063,chr22,+,15462800,15509720,psiTPTE22
8071069,chr22,+,15945949,15971197,IL17RA
8071084,chr22,+,16020288,16026334,CECR4
8071086,chr22,+,16336134,16413034,CECR2
8071107,chr22,+,16423182,16453647,SLC25A18
8071119,chr22,+,16501484,16591989,BCL2L13
8071134,chr22,+,16640087,16642247,C22orf37
8071136,chr22,+,16940685,16952207,PEX26
8071147,chr22,+,16973558,16994498,TUBA8
8071155,chr22,+,17012951,17040160,USP18
8071179,chr22,+,17273735,17279601,DGCR6
8071185,chr22,+,17338026,17362141,DGCR5
8071194,chr22,+,17411845,17413875,---
8071196,chr22,+,17498789,17500134,TSSK2
8071204,chr22,+,17733287,17733567,---
8071206,chr22,+,17799424,17803594,MRPL40
8071212,chr22,+,17847415,17888135,CDC45L
8071234,chr22,+,18090118,18093023,Sep-05
8071259,chr22,+,18090118,18093023,Sep-05
8071268,chr22,+,18090118,18093023,GP1BB
8071272,chr22,+,18090118,18093023,GP1BB
8071276,chr22,+,18124225,18134855,TBX1
8071289,chr22,+,18330069,18337496,COMT
8071301,chr22,+,18388630,18433447,C22orf25
8071312,chr22,+,18400661,18400743,---
8071314,chr22,+,18453342,18479393,DGCR8
8071339,chr22,+,18499364,18513974,ZDHHC8
8071355,chr22,+,18573919,18576047,FLJ32575
8071357,chr22,+,18671560,18679716,LOC440792
8071382,chr22,+,19078918,19091258,ZNF74
8071390,chr22,+,19165444,19165555,---
8071392,chr22,+,19191885,19271919,MED15
8071411,chr22,+,19374318,19375602,POM121L1
8071414,chr22,+,19385434,19387965,TMEM191A
8071420,chr22,+,19463468,19471520,SERPIND1
8071426,chr22,+,19543291,19575499,SNAP29
8071434,chr22,+,19601713,19638038,CRKL
8071444,chr22,+,19663750,19682410,AIFM3
8071466,chr22,+,19666557,19683326,LZTR1
8071489,chr22,+,19699315,19713119,P2RX6
8071536,chr22,+,20126748,20135752,HIC2
8071547,chr22,+,20251956,20308323,UBE2L3
8071554,chr22,+,20317017,20321600,CCDC116
8071559,chr22,+,20326541,20328588,SDF2L1
8071564,chr22,+,20337592,20337674,---
8071566,chr22,+,20350272,20382202,PPIL2
8071595,chr22,+,20540544,20540832,---
8071597,chr22,+,21094148,21094614,IGL@
8071642,chr22,+,20880198,20880676,IGLV6-57
8071646,chr22,+,20929199,20929926,VPREB1
8071649,chr22,+,20991215,20993088,LOC96610
8071655,chr22,+,21027546,21578968,---
8071658,chr22,+,21054015,21054455,IGLV7-46
8071662,chr22,+,21318781,21320368,GGTLC2
8071671,chr22,+,21742533,21797221,GNAZ
8071676,chr22,+,21817512,21836531,RAB36
8071691,chr22,+,21852551,21990224,BCR
8071713,chr22,+,21934953,21936545,FBXW4P1
8071715,chr22,+,22087581,22087701,---
8071717,chr22,+,22363047,22371363,RGL4
8071737,chr22,+,22566564,22567409,MIF
8071745,chr22,+,22436665,22437140,C22orf15
8071758,chr22,+,22445056,22456502,MMP11
8071768,chr22,+,22459197,22506370,SMARCB1
8071783,chr22,+,22529058,22557725,SLC2A11
8071817,chr22,+,22679642,22679710,---
8071819,chr22,+,22696751,22700882,---
8071823,chr22,+,22761891,22904596,CABIN1
8071861,chr22,+,22907443,22915074,SUSD2
8071877,chr22,+,22977545,22979948,DKFZP434P211
8071881,chr22,+,22996865,23143212,SPECC1L
8071899,chr22,+,23153529,23168325,ADORA2A
8071907,chr22,+,23221250,23252553,UPB1
8071920,chr22,+,23281617,23298509,SNRPD3
8071951,chr22,+,23438258,23438487,---
8071953,chr22,+,23532135,23652813,SGSM1
8071981,chr22,+,23796179,23923405,CTA-221G9.4
8071989,chr22,+,23925824,23933324,CRYBB3
8071997,chr22,+,23947386,23957803,CRYBB2
8072007,chr22,+,24053218,24065942,---
8072009,chr22,+,24174053,24187644,CRYBB2P1
8072015,chr22,+,24290860,24455258,ADRBK2
8072039,chr22,+,24468119,24757007,MYO18B
8072088,chr22,+,24895479,25106436,SEZ6L
8072108,chr22,+,25155238,25169557,ASPHD2
8072113,chr22,+,25209849,25217904,SRRD
8072122,chr22,+,25286491,25287054,LOC100130561
8072124,chr22,+,25347927,25356636,CRYBA4
8072131,chr22,+,25761849,25761954,---
8072133,chr22,+,26718456,26734569,KIAA1648
8072139,chr22,+,27029741,27029838,---
